review,aspect_category,sentiment
the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,FOOD#QUALITY,positive
great toppings definitely a place you need to check out for late night munchies or a mid day boost!,FOOD#QUALITY,positive
great toppings definitely a place you need to check out for late night munchies or a mid day boost!,RESTAURANT#MISCELLANEOUS,positive
great taste,FOOD#QUALITY,positive
"Great, original taste.",FOOD#QUALITY,positive
"For me dishes a little oily, but overall dining experience good.",FOOD#QUALITY,negative
"For me dishes a little oily, but overall dining experience good.",RESTAURANT#GENERAL,positive
Helpful service and average price per dish $10.,SERVICE#GENERAL,positive
Helpful service and average price per dish $10.,FOOD#PRICES,positive
The only thing that strikes you is the decor?(not very pleasant).,AMBIENCE#GENERAL,negative
great food,FOOD#QUALITY,positive
This place has great indian chinese food.,FOOD#QUALITY,positive
The flavors are amazing and the value is phenomenal.,FOOD#QUALITY,positive
The flavors are amazing and the value is phenomenal.,FOOD#PRICES,positive
"Be prepared to wait, because the place is pretty tiny.",RESTAURANT#MISCELLANEOUS,negative
"Also, they do not take credit card so come with cash!",RESTAURANT#MISCELLANEOUS,neutral
"Even though the place is not beautiful, the food speaks for itself.",AMBIENCE#GENERAL,negative
"Even though the place is not beautiful, the food speaks for itself.",FOOD#QUALITY,positive
"Best Indian Chinese in the city, by far!",FOOD#QUALITY,positive
AMAZING MY FAVORITE!!!,RESTAURANT#GENERAL,positive
I have been living in NYC for bit now and I have to say I love to go out and explore the scene.,,
"I came across Village Underground by accident, now I go there all the time.",RESTAURANT#GENERAL,positive
The martinis are amazing and very fairly priced.,DRINKS#QUALITY,positive
The martinis are amazing and very fairly priced.,DRINKS#PRICES,positive
"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.",SERVICE#GENERAL,positive
"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.",SERVICE#GENERAL,positive
"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",AMBIENCE#GENERAL,positive
"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",RESTAURANT#GENERAL,positive
You can get a table without a reservation if you get there early I they don't make you by bottles.,SERVICE#GENERAL,positive
Which lets face it....at times it's a good thing.,SERVICE#GENERAL,positive
In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,RESTAURANT#PRICES,positive
In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,RESTAURANT#GENERAL,positive
Highly recommended!,RESTAURANT#GENERAL,positive
"One of the best, if not THE best, restaurants in Park Slope (and NY in general)",RESTAURANT#GENERAL,positive
Everything on the menu is great.,FOOD#QUALITY,positive
This establishment is the real deal.,RESTAURANT#GENERAL,positive
"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",AMBIENCE#GENERAL,positive
"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",FOOD#QUALITY,positive
"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",RESTAURANT#GENERAL,positive
"There is ""Expensive-but-worth-it"" and there is ""Expensive-and-WTF""?",,
This is a twenty-something guy that doesn't mind laying down $300 for a fine and delicious meal for 2 on special occassions.,,
But $500 for a dinner for two that didn't include Wine?,FOOD#PRICES,negative
Are you freaking kidding me?,,
"Look, the appetizers were really good.",FOOD#QUALITY,positive
The entree was also very good.,FOOD#QUALITY,positive
"Can't argue about that, but they are clearly over priced.",FOOD#PRICES,negative
What you are paying for is the environment and the name.,AMBIENCE#GENERAL,neutral
What you are paying for is the environment and the name.,RESTAURANT#MISCELLANEOUS,neutral
What you are paying for is the environment and the name.,RESTAURANT#PRICES,negative
"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",AMBIENCE#GENERAL,positive
"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",RESTAURANT#PRICES,negative
$500 included:,,
Drinks: 2 glasses of Dom Perignon at $35 each.,,
Starters: Kobe Beef Sashimi.,,
Which of course is not real Kobe but Wagyu beef.,FOOD#QUALITY,negative
Surprised that a place of this caliber would advertise it as Kobe.,RESTAURANT#MISCELLANEOUS,negative
A beef Consomme.,,
Entrees: Vanison steak and Bison Steak.,,
Vanison was good but not amazing.,FOOD#QUALITY,neutral
Bison was quite excellent however.,FOOD#QUALITY,positive
Dessert: pure disaster.,FOOD#QUALITY,negative
Just not good at all.,FOOD#QUALITY,negative
Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,FOOD#STYLE_OPTIONS,negative
Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,FOOD#QUALITY,negative
"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",RESTAURANT#PRICES,negative
"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",RESTAURANT#GENERAL,negative
I was wrong.,,
"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",RESTAURANT#MISCELLANEOUS,neutral
"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",RESTAURANT#PRICES,negative
"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",RESTAURANT#GENERAL,negative
"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",RESTAURANT#PRICES,negative
"All in all, the food was great (except for the dessserts).",FOOD#QUALITY,positive
"All in all, the food was great (except for the dessserts).",FOOD#QUALITY,negative
The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,AMBIENCE#GENERAL,neutral
The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,RESTAURANT#MISCELLANEOUS,neutral
"If you are going for the food, it will not be worth it.",FOOD#QUALITY,negative
"Yes, it is good, but I've had better for cheaper.",,
"You would think they would make up for it with service, sadly, no.",SERVICE#GENERAL,negative
"Service was just ok, it is not what you'd expect for $500.",SERVICE#GENERAL,negative
"Service was just ok, it is not what you'd expect for $500.",RESTAURANT#PRICES,negative
Terrible Waste of money.. scammers,RESTAURANT#GENERAL,negative
Terrible Waste of money.. scammers,RESTAURANT#PRICES,negative
I agree that dining at Casa La Femme is like no other dining experience!,RESTAURANT#GENERAL,negative
BUT not in a good way.,,
I am actually offended to have spent so much money on such a bad experience.,RESTAURANT#GENERAL,negative
I am actually offended to have spent so much money on such a bad experience.,RESTAURANT#PRICES,negative
I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,RESTAURANT#GENERAL,negative
I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,RESTAURANT#PRICES,negative
We went to celebrate two birthdays and wanted to do something special and different.,,
"Our visit their to say the least, was an unpleasant and costly experience!",RESTAURANT#GENERAL,negative
"Our visit their to say the least, was an unpleasant and costly experience!",RESTAURANT#PRICES,negative
And even more so unpleasant because it was so costly for such an unpleasant experience.,RESTAURANT#GENERAL,negative
And even more so unpleasant because it was so costly for such an unpleasant experience.,RESTAURANT#PRICES,negative
We did arrive late for our reservation so I can not complain too much about the wait for a table.,SERVICE#GENERAL,neutral
Although we were told 10-15 minutes and it was more like 45 minutes.,SERVICE#GENERAL,negative
We were ushered to the bar to wait momentarily and upon arrival were so excited.,RESTAURANT#GENERAL,positive
The place is beautiful!,AMBIENCE#GENERAL,positive
The hostess was very pleasant.,SERVICE#GENERAL,positive
"However, our $14 drinks were were horrible!",DRINKS#QUALITY,negative
"However, our $14 drinks were were horrible!",DRINKS#PRICES,negative
"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!",SERVICE#GENERAL,negative
"Since we were already waiting so long, we felt we had no other choice but to accept it.",,
Our experience did not ever get any better.,RESTAURANT#GENERAL,negative
For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,SERVICE#GENERAL,negative
We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,SERVICE#GENERAL,negative
After the 4th time i asked again and the waiter than said after our dinner.,SERVICE#GENERAL,negative
We asked for beverages and never received them.,SERVICE#GENERAL,negative
We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,SERVICE#GENERAL,negative
My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,FOOD#QUALITY,negative
I would not expect this for a $55 dinner.,FOOD#QUALITY,negative
I would not expect this for a $55 dinner.,FOOD#PRICES,negative
By the time we finished our dinner we still had not received one beverage NOR hooka!,SERVICE#GENERAL,negative
What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,SERVICE#GENERAL,negative
The only beverage we did receive was water in dirty glasses!,SERVICE#GENERAL,negative
To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,SERVICE#GENERAL,negative
To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,RESTAURANT#MISCELLANEOUS,negative
"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",FOOD#QUALITY,negative
"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",RESTAURANT#PRICES,negative
"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",RESTAURANT#MISCELLANEOUS,negative
If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,FOOD#QUALITY,negative
If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,RESTAURANT#PRICES,negative
"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",RESTAURANT#GENERAL,negative
"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",RESTAURANT#PRICES,negative
MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,RESTAURANT#GENERAL,negative
MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,RESTAURANT#PRICES,negative
MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,SERVICE#GENERAL,negative
I wish I COULD be refunded!,RESTAURANT#GENERAL,negative
Don't go with a larger group than 4!,RESTAURANT#MISCELLANEOUS,negative
I went here for a family birthday dinner.,,
Five of us walked in at approximately 6:20 on a Thursday evening.,,
"The hostess said ""Wow that's a large group, unless you aren't together"", to which I replied ""no we are, and there will be one more, so a table for six please.""",,
"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",SERVICE#GENERAL,positive
The menu is fairly simple without much descriptions.,FOOD#STYLE_OPTIONS,neutral
"There was no tap beer that evening, which was a disappointment.",DRINKS#STYLE_OPTIONS,negative
"Not much of a selection of bottled beer either, we went with Brahma.",DRINKS#STYLE_OPTIONS,negative
The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).,FOOD#QUALITY,positive
The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).,FOOD#STYLE_OPTIONS,negative
The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).,SERVICE#GENERAL,positive
"The lobster knuckles (special of the day) were ok, but pretty tasteless.",FOOD#STYLE_OPTIONS,neutral
"The lobster knuckles (special of the day) were ok, but pretty tasteless.",FOOD#QUALITY,negative
"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer.",FOOD#STYLE_OPTIONS,negative
After we ate our appetizers (which took all of 8 minutes) we ordered another round of Brahma's - and tried to stall a little as we waited for our sixth dinner member.,,
The waitress appeared and asked us if we wanted to go ahead and order.,,
We replied that we would like to wait 5 more minutes if that was okay.,,
"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded.""",SERVICE#GENERAL,negative
"We called the other person who was very close by, and she told us to order for her, so we did.",,
The food arrived in about 15 minutes.,SERVICE#GENERAL,neutral
I had the Thai style Fried Sea Bass...which was very good.,FOOD#QUALITY,positive
"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice!",FOOD#QUALITY,positive
"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice!",FOOD#QUALITY,negative
"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice!",FOOD#STYLE_OPTIONS,negative
I heard the lobster roll was excellent.,FOOD#QUALITY,positive
"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand).",SERVICE#GENERAL,negative
"All in all the food was good - a little on the expensive side, but fresh.",FOOD#QUALITY,positive
"All in all the food was good - a little on the expensive side, but fresh.",FOOD#PRICES,negative
"Service not the friendliest to our ""large party""!",SERVICE#GENERAL,negative
Probably would not go back here.,RESTAURANT#GENERAL,negative
Great Indian food,FOOD#QUALITY,positive
"I lived on 50th st, and wanted Indian one day so decided to check this place out.",,
"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",FOOD#QUALITY,positive
"Very ""normal Indian food"", but done really well.",FOOD#STYLE_OPTIONS,neutral
"Very ""normal Indian food"", but done really well.",FOOD#QUALITY,positive
"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",RESTAURANT#GENERAL,positive
"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",RESTAURANT#PRICES,negative
"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",FOOD#PRICES,negative
"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",AMBIENCE#GENERAL,negative
"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",SERVICE#GENERAL,negative
I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,SERVICE#GENERAL,negative
I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,RESTAURANT#PRICES,negative
"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",FOOD#QUALITY,positive
"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",RESTAURANT#PRICES,negative
One of the BEST,RESTAURANT#GENERAL,positive
"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",RESTAURANT#GENERAL,positive
My GF and I dine at Bukhara often as she lives near it.,,
The lunch buffet is expensive but is deff worth it.,FOOD#PRICES,negative
The lunch buffet is expensive but is deff worth it.,FOOD#QUALITY,positive
We go often for lunch and the place is packed.,,
We have gone for dinner only a few times but the same great quality and service is given.,SERVICE#GENERAL,positive
We have gone for dinner only a few times but the same great quality and service is given.,FOOD#QUALITY,positive
Bukhara is on my top 5 Indian places in NYC,RESTAURANT#GENERAL,positive
Wretched and retching,RESTAURANT#GENERAL,negative
This will be only the third online review I have ever made about a restaurant in my life.,,
They have all been tonight and they have all been about the same restaurant.,,
I have never been so disgusted by both food an service.,FOOD#QUALITY,negative
I have never been so disgusted by both food an service.,SERVICE#GENERAL,negative
For starters they delivered us someone else's order.,SERVICE#GENERAL,negative
"Fine, I wont hang you for that.",,
"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",FOOD#QUALITY,negative
"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",FOOD#QUALITY,negative
"Not one to jump to complaints (hence my lack of previous online reviewing), I called the restaurant to give them a heads up that their kitchen might want to check the cleanliness of their prep stations.",,
"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",FOOD#QUALITY,negative
"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",SERVICE#GENERAL,negative
None was made so i hung up.,SERVICE#GENERAL,negative
Less than three minutes passed before I found myself doubled over the toilet.,FOOD#QUALITY,negative
"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",FOOD#QUALITY,negative
"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",SERVICE#GENERAL,negative
"Not only have I worked in restaurants for many years, I am now in culinary school, I am a huge lover of oysters and fish, and my girlfriend is half Korean!",,
We know the difference between and oyster and bad fish.,,
"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.",RESTAURANT#GENERAL,negative
Eat at your own risk.,FOOD#QUALITY,negative
Gorgeous place ideal for a romantic dinner,AMBIENCE#GENERAL,positive
Gorgeous place ideal for a romantic dinner,RESTAURANT#MISCELLANEOUS,positive
I took my boyfriend for a dinner on saturday night.,,
I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,FOOD#QUALITY,positive
I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,AMBIENCE#GENERAL,positive
The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,SERVICE#GENERAL,positive
The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,SERVICE#GENERAL,positive
I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,RESTAURANT#MISCELLANEOUS,positive
More Williamsburg Garbage,RESTAURANT#GENERAL,negative
My wife and I visited Dokebi tonight.,,
We ordered dosut bibimbap and nakgi-bokum.,,
The dishes came out around 5 minutes apart.,SERVICE#GENERAL,negative
"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",FOOD#QUALITY,neutral
"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",FOOD#STYLE_OPTIONS,negative
Too bad I had paid an extra $2 for the stone bowl.,FOOD#PRICES,negative
The nakgi-bokum was horrible.,FOOD#QUALITY,negative
Easily the worst stir-fried squid I've ever tasted.,FOOD#QUALITY,negative
The sauce tasted more like Chinese fast food than decent Korean.,FOOD#QUALITY,negative
"The side dishes were passable, and I did get a refill upon request.",FOOD#QUALITY,neutral
"The side dishes were passable, and I did get a refill upon request.",FOOD#STYLE_OPTIONS,neutral
The real problem I had with this place was the complete lack of service.,SERVICE#GENERAL,negative
I mentioned the squid dish wasn't very good when the waitress visited.,,
She just nodded and walked off.,SERVICE#GENERAL,negative
"There were no communications issues either, as she spoke perfect English.",,
"As to my comment about the food, no apology or acknowledgment was made.",SERVICE#GENERAL,negative
My wife had barely touched that mess of a dish.,FOOD#QUALITY,negative
We were charged full price.,SERVICE#GENERAL,negative
"If you ware looking for Korean fusion, I suggest you try some of the places in the East Village.",,
"Authentic Korean food lovers should visit 32nd Street, of course.",,
Lives up to the hype,RESTAURANT#GENERAL,positive
We've lived around the corner from this place for over a year and finally had dinner there.,,
We've tried before but it always packed and doesn't take reservations.,RESTAURANT#MISCELLANEOUS,neutral
It was well worth the wait.,RESTAURANT#GENERAL,positive
The wife had the risotto which was amazing.,FOOD#QUALITY,positive
"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",FOOD#STYLE_OPTIONS,negative
"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",FOOD#QUALITY,positive
The farro salad and the mashed yukon potatoes were also extremely tasty.,FOOD#QUALITY,positive
The farro salad and the mashed yukon potatoes were also extremely tasty.,FOOD#QUALITY,positive
i love margherita pizza – i looove east village pizza,RESTAURANT#GENERAL,positive
i love margherita pizza – i looove east village pizza,FOOD#QUALITY,positive
"Love this place, every time we are in the city this is one of the places we always go.",RESTAURANT#GENERAL,positive
A quintessential slice of NYC pizza.,FOOD#QUALITY,neutral
"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",FOOD#QUALITY,positive
"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",FOOD#QUALITY,positive
"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",FOOD#QUALITY,positive
"Personally I like the margherita pizza better, but they are all good.",FOOD#QUALITY,positive
"Personally I like the margherita pizza better, but they are all good.",FOOD#QUALITY,positive
Possibly the Most Romantic Restaurant in the City,AMBIENCE#GENERAL,positive
"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",RESTAURANT#GENERAL,positive
"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",AMBIENCE#GENERAL,positive
"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",LOCATION#GENERAL,neutral
"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",AMBIENCE#GENERAL,positive
"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",AMBIENCE#GENERAL,positive
"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",AMBIENCE#GENERAL,positive
"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",AMBIENCE#GENERAL,positive
It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,AMBIENCE#GENERAL,positive
It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,SERVICE#GENERAL,positive
"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",FOOD#PRICES,positive
"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",FOOD#STYLE_OPTIONS,positive
I never used to be a fan of sakes but am lately experimenting with it a lot more and am acquiring a better taste of it.,,
We started off with a delightful sashimi amuse bouche.,FOOD#QUALITY,positive
Our first course was Tuna Sashimi with Green Yuzu Sauce.,,
"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",FOOD#QUALITY,positive
"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",FOOD#QUALITY,positive
The entrees were served with miso soup and rice.,,
The sake’s complimented the courses very well and is successfully easing me into the sake world.,DRINKS#QUALITY,positive
"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",FOOD#QUALITY,neutral
"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",FOOD#QUALITY,positive
"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",RESTAURANT#GENERAL,positive
"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",RESTAURANT#PRICES,positive
"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",RESTAURANT#GENERAL,positive
"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",AMBIENCE#GENERAL,positive
Terrible would be a compliment!,RESTAURANT#GENERAL,negative
"The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.",SERVICE#GENERAL,negative
"We were 10 people celebrtating a birthday, we sat in the tent.",,
We paid a fixed pricce but got nothing!!,SERVICE#GENERAL,negative
We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,SERVICE#GENERAL,negative
"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",SERVICE#GENERAL,negative
"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",DRINKS#PRICES,negative
"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",FOOD#PRICES,negative
"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",SERVICE#GENERAL,negative
Stay away,RESTAURANT#GENERAL,negative
Great Shabu Shabu,FOOD#QUALITY,positive
"I go here at least once every other week, particularly when it's cold!",,
I love it.,RESTAURANT#GENERAL,positive
To be honest we only ever eat the Shabu Shabu.,,
I tried a couple other dishes but wasn't too impressed.,FOOD#QUALITY,neutral
"But for the Shabu Shabu, you won't find much better in NY.",FOOD#QUALITY,positive
In fact there is only one I've tried that even compares (shabu Tatsu) and even then I prefer Dokebi.,,
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#QUALITY,positive
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#QUALITY,positive
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",SERVICE#GENERAL,positive
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#STYLE_OPTIONS,positive
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#PRICES,positive
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#PRICES,positive
Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,FOOD#QUALITY,positive
Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,FOOD#QUALITY,positive
Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,FOOD#QUALITY,positive
"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",FOOD#QUALITY,positive
"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",FOOD#QUALITY,positive
"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",FOOD#QUALITY,positive
Restaurant with a view,LOCATION#GENERAL,neutral
Celebrated my fathers birthday here.,,
The food tasted very good.,FOOD#QUALITY,positive
The family seafood entree was very good.,FOOD#QUALITY,positive
The main entree was also very good.,FOOD#QUALITY,positive
We order a bit of everything on the menu.,,
"Price is high but the food is good, so I would come back again.",FOOD#QUALITY,positive
"Price is high but the food is good, so I would come back again.",FOOD#PRICES,negative
"Price is high but the food is good, so I would come back again.",RESTAURANT#GENERAL,positive
This place doesn't make any sense,RESTAURANT#GENERAL,negative
