ReviewTitle,ReviewBody,ReviewStar,Product
"This is beyond my expectations.
","More than what I expected. I always brought high end earphones and lately understood that high-end earphones are not worth the price.Hence I went for this budget one (1100 rs).Its really awesome .It’s quality is equal to the high end earphones I had.Never expected such a excellent sound output.There is a good balance between Bass and Treble.Lightweight and raging red colour addsup to the euphoria it creates. Unmatchable sound quality for this price and comfortable wear.
",5,boAt Rockerz 255
"Highly NOT RECOMMEND!!!
","People having Sony or other good earphones experience, don't go for it. You will not like it at all.I am personally a Sony user, but after a long time I wanted to other brand. This is where I went wrong.Honestly, people who don't have Sony experience can like(mentioning 'CAN') this earphone. But for those who love Sony sound, don't go for it.
",2,boAt Rockerz 255
"Ok ok .... compared to others and cost it's ok to buy
","Wire length is large need to reduce it . And u can't find case to keep it.so Don't forgot to keep box with you.you are able to.listen very small sound.also louder in call l. Some times.while listening songs by keeping phone in pocket and moving sound getting distrurbed. My first one is not able to connect two devices at a time. After exchange I got right one .but still needs some improvements
",3,boAt Rockerz 255
"Not connecting to two devices simultaneously
","It says it can connect to two devices, but, it does not. You have to disconnect from first to connect to second. And then it takes too much time/tries to connect to the second one. It also lags if u connect it to laptop and watch Netflix, if you jump 10 minutes ahead, the voice quality deteriorates heavily.Sound quality is okayish. Got it at 999, still returned it.
",2,boAt Rockerz 255
"Average, I am not interested
","Not good as I thought. Writing this review after using 3months. Noise cancellation is not good. I purchased two headset of boat rockers 255. One of those set partially stopped working. Called amazon customer service. Waiting for replacement.
",1,boAt Rockerz 255
"Good Sound; Bad for Running
","I wanted something to replace my TomTom's bluetooth ear phones (ah, how I miss them).  While the sound quality is way better then what I derived from TomTom's original set, but boat Rockerz are heavy, bouncy and needs your attention all the time while running. The heavy arms are probably the reason for  delivering the sound quality and longer battery life, but they surely are not for runners.
",3,boAt Rockerz 255
"Disappointing
","I received it yesterday, as I wanted a wireless earphones. Quality of sound is just disappointing, so much of bass, it masks all the finer tunes. I am using Sound magic E10c, which in terms of sound quality way ahead of this product. I purchased it in 1199/- in sale (these sales are just selling gimmick,I knew BoAt is just a branding on chinese stuffs like micromax, they can sell their item only on e plateform, still I thought to give it a try.
",2,boAt Rockerz 255
"Overall it's good
","It's good one..sound is much better den JBL..But guys u need to work on battery life.. it's showing 6hrs ..Bt battery don't complete the race of 6hrs
",4,boAt Rockerz 255
"Wrost product supplier
","Worthless product distorted sound, nice basss, fatela avaj, battery life was good at starting but after some days you need to recharge battery regular, when battery percentage was 60% or below it's behave like 0% and you need to recharge it, also sounds not good the coming from that little hole is like totally distorted.
",1,boAt Rockerz 255
"Great User Experience
","Quality is great, the cord is longer than normal and headphones have held up for months of hard use at gym, running etc. with no damage whatsoeverSound is warm and full, the highs are not annoying and the bass isn't overemphasized which allows you to listen to them over extended periods of time. Probably the best sounding pair of in ear headphones I've ever owned
",5,boAt Rockerz 255
"Unreliable
","item stopped working within 15 days,  completely dead. charging also not showing anything, reading the other reviews its clear that there are many ppl who had faces this issue with the earphones it suddenly stops working and shows no signs.
",1,boAt Rockerz 255
"Cheap quality product
","Durability : Left ear phone has stopped working !!This is within 25 days of buying the product. Suggest not to buy this product .
",1,boAt Rockerz 255
"Normal Earphones with Bluetooth Range Issues and Battery Drain issues
","Hello People,Earphones provides good sound and bass. Although it not worth to have Bluetooth earphone with battery drain issues and Bluetooth range is 1-2m.I find earphone giving issues and glitches in connections in calls and sound after 2 meters.Also Battery is below average with 2-3 hours max capacity.Best of all is Amazon does not provide return on this product, only exchange option is availble.Think twice before buying this product.
",2,boAt Rockerz 255
"Great for the buck
","Based on usage so far I have very few complaints. The buttons that are programmed for volume, can't be programmed for media changer. And that there is no caller id in the earphones, but apart from these I love the product. Yes the sound quality or noise cancellation is not as great as airpods or high end earphones, which is obvious given the cost of the product. But for the price, the product is great.
",4,boAt Rockerz 255
"useless product don't purchase.
","worst of product weast of money,  i have purchased this hear phones 5 months back now both the speakers not working. i had raised the ticket for the same but no use.. several times i am trying to reach out custumer support not answered.Finally i realised that purchasing this kind of products weast of money and time spending to order this.
",1,boAt Rockerz 255
"Best earphone if bought under 1500
","I used this product for like 6 months. In between one side of its earphone stopped working but boat team is too responsive as they replaced this product with new one. Sound quality is good but if you want better quality would recommend for other product. Battery life is best even using for so much of time. But facing difficulties as there always some kind of issue happening again and again. Other then its fine if it is bought under sale.
",3,boAt Rockerz 255
"Boat 255 review
","Packaging quality is superb... Thanks amazonAbout product-1. Sound Quality is mesmerize2. Right earphone 's bass output quite less as compate to left.3. Build quality is awesome and long lasting.4. Easy to connect with device.5. Neck design is superb and rest on neck with no issue.6. Earbird are proper fit in ear not come out During running.
",4,boAt Rockerz 255
"Ahh! damn this extreme bass with this nominal price had fired the music soul within me.
","Overall the product is perfectly fine from bass, terrible, noise cancellation, battery everything is up to mark. Boat is providing the best ever music quality and it's for sure a product that can be purchased with close eyes.Cons**Amazon packing is worst, I have got the product with open sealed,  I was thinking about the return but though product was running alright I changed my mind to keep it so.**No casing, sometimes it became hard to keep them apart from wearing.
",5,boAt Rockerz 255
"There are better options
","Good but keeps disconnecting sometimes when the phone is in my pocket. Also option to navigate through the songs is limited. Also not sure if the product delivered was a 2nd hand one judging by the package condition. I think better to buy from shop after inspection of seal and every thing.
",4,boAt Rockerz 255
"No Noise Cancellation
","No Noise cancellation makes it difficult to talk on call mic capturing too much of background noise, speaker is good
",3,boAt Rockerz 255
"Not so great
","I did not like the sound of the device too much (bass is not too much as the other reviews claim).  Mine had problems connecting to multiple devices,  I had to switch it off and then switch it on everytime I want some it to connect to multiple devices. Battery backup is only about 5 hours
",3,boAt Rockerz 255
"Good product. Go for it.
","It's really a good earphone. Amazon provided a great delivery, I got my product just on the next day of ordering it. I bought it for 1099 during the sales and I must say it is the best wireless earphone I have used. The functions,  Battery life,  audio quality everything is just awesome.Ione drawback is that, boat is supposed to provide a carrying case with it.  It's really risky to put it in the bag or somewhere else.  Otherwise it's the best product.
",5,boAt Rockerz 255
"Very bad
","Bluetooth connectivity issues always i need boat company is not doing properly QA testing . All boat product is used to damaged very soon and thay dont have service centre as well on Bangalore
",1,boAt Rockerz 255
"Poor Bluetooth Range.
","If only this the Bluetooth range was little better this would have been an excellent product.I use thus headphone while running. When I kept my phone on zipped pocket on the back of my track I would often loose connectivity. I had to keep my phone either on my hand or front pocket which was quite inconvenient. I returned the first one but still same problem withbthe second one.I also wish they’d provide a case for safekeeping.
",3,boAt Rockerz 255
"Disappointed
","Sound quality is good but there's lot of disturbance while playing music. Sounds like  music is buffering due to slow internet connection even though I am playing tracks which are saved in my phone. When they are saying it's has Qualcomm technology for better connectivity then I don't expect this.Another issue is battery drains too fast. If I charge fully in the morning then I need to charge in the afternoon coz it's switched off.I have given the 2 stars for the sound quality only otherwise it's not much worth.
",2,boAt Rockerz 255
"Worst earphone of my life
","Review after 4 months of usage.Life of this product is of 3-4 months,its not durable or reliable.One side becomes non-functional.The after service is the worst from Boat.There is no service center and there is no one to respond on callsYou may log a ticket with boat but there won't be any resolution for a month and no one will respond to your query.If you don't get frustrated with above things and are ready to pay more than 1000 bucks for this.. then God Bless U
",1,boAt Rockerz 255
"Sound Quality
","Some times sond lagsBass is good but could be betterIt gives u premium feelVery light weight,You have to handle with carebattery life is also goodNOTE: If you are purchasing it for playing PUBG mobile then dont purchase any of bluetooth earphones go for wired ones.You can see some videos to know more about PUBG gameplay with bluetooth earphoneAt last posting some pics do check it out.😊🙏🙏🙏
",4,boAt Rockerz 255
"Excellent product, no lag must buy
","It's been a month now I am using this earphone. Since day one I am getting almost 10hours of playtime in full charge and there is no lagging in sound too. The bass is good enough. There is no connection loss at all.. worth a buy
",5,boAt Rockerz 255
"Kudos for the product ....go for it..... :)
","After using it for 2 weeks i felt like it's time to write a review about the product....Pros:sound quality is decentBattery life is around 5 to 5:30 hoursBass and noise cancellation are cool...so you can enjoy your music in all modes of traveling as well...Cons:So far I have found only one that is wire length is a bit more.If they can provide adjustable wire length that should be fine.
",4,boAt Rockerz 255
"They sound good really good. Lag is really bad and connection is spotty. Don’t recommend it
","Connection issues is my main problem. Phone is in pocket and sound breaks up. And lag is awful in PUBG you stop walking and sound is like good second or two behind. Amazing sound quality for price. Comfortable built quality is not bad. That’s why I gave 3 stars. I am going to use it for music mainly so I am keeping it, but if you are planning to use it for gaming don’t but it. I wouldn’t recommend this. If you are using it for anything but music.
",3,boAt Rockerz 255
"Horrible battery life !!
","If u think of some bad product's I've got. This is one of the top ones. Got the new one which died a week after the return date passed. Sent it for repair and got the replacement after 4 weeks which worked for less than a week.  Sent it back again and got it after 4 weeks which worked a little more this time and lasted for 3-4 weeks and the battery is gone again. The battery doesn't last for more than 30 min no matter what I do. Charged it for a few mins and hours and neither made a difference
",1,boAt Rockerz 255
"Worth buying at this price !!
","Too good to have it in such price.. although it's too early to comment on every specs since I have bought this only 4 days back.Till now no issue found and having gr8 experience. Sound quality superb, battery still not reached to half though have listened to music more than 5 hrs til now. Only problem is you will experience little ear pain if you put on the ear bud continuously more then an hrs time.
",5,boAt Rockerz 255
"Bad Experience with the Service of Amazon and boAt
","After receiving the headphone it was works fine but after 4 day's it stop working one side, later on I called amazon to return the product they straightway denied the same and said you have order it from the business account and return windows is closed, it has only 3 days return window instead of 10 days in regular accounts. then I contacted manufacturer for the replacement they took the product from me in 2 days after raising the compliant but it took 20 days to get the replace product. it is very very bad. my one month product warranty gone for toss.
",1,boAt Rockerz 255
"Best in the budget.
","The sound quality for a bt earplugs on this budget is quite decent. If you get it less than ₹1500 then you should go for this. Best product in this budget.If you are a bass lover then you gonna love this. Also for calling and stuff it has got a mic which i quite good and gives a decent output to the callers even if you are driving.
",4,boAt Rockerz 255
"Awesome | Cheap | Long Lasting
","Pros:1. Superb sound quality considering that it's a wireless earphones2. Comfortable to wear3. Bass quality is also nice4. Battery backup is very good5. Noice cancellation is pretty good tooCons:1. Sometimes Bluetooth connectivity fluctuates and it disconnects/reconnects automatically2. Cannot wear while Jogging unless you find a way to stick them to one place. While running it tends to bounce off and eventually drops off from your ears
",4,boAt Rockerz 255
"Must Buy, Awesome Product....
","Pros:1. Good sound Quality with great base.2. Can feel music, great hearing experience.3. Great battery life, lasts for almost 6 hrs.  charging speed is quite good, takes 2-3 hrs to fully charged.4. Light weight, ear fit is good.5. Noise cancelled is awesome.Cons:1. Durability would be concern, needed to be handled with care.2. It's water resistant not waterproof3. Wires seems to free fall n stretch, it would suggest to tie it with neckband to avoid the same.
",5,boAt Rockerz 255
"Rubbish
","Rubbish , money waste, no noise cancellation, i purchased it keeping in mind abt so many positive reviews... i was so sure abt getting it but after a week or so, it started giving trouble.. 200rs mi earplugs are far faaaar better thn this. I wasted my money, you dont do it!! Dont go by the reviews, i am shocked how it got too many p+ reviews
",1,boAt Rockerz 255
"Was disappointed at first few days, but now more than happy now
","writing after using it for more than 4 months.At first lil disappointed due toh connectivity issue, many times it gets disturbance I believe could be bcos of frequency overlapping. But I want to talk about today's experience I am traveling for around 8 hrs now its incredibly working awsm, no battery issues, no connectivity issues, still 60% battery remains. I think its bcos of short distance range.Earlier I used to take it everywhere hung up on my neck and it everytimes it took time to reconnect. So all in all happy with it now.
",5,boAt Rockerz 255
"Bass is above average.
","Sound quality is great in this price range. Built in plastuic. Looks a little fragile but does the job in Rs. 999. You need to take a little care of them. Fitting in ear is a little problem in initial days but your ears will adjust with it. Bass is above average which is rare in bluetooth earphones.
",4,boAt Rockerz 255
"Insane value for money
","I have used a couple of budget wireless earphones in my life and this is by far the best one. The sound quality is just too good for the price. Noise cancellation is just average. The sound stage is definitely on the base heavy side but not too basey. There isn't much loss in sound quality when increasing the volume. On the whole this is a really good earphone and a amazing deal. I recommend this to anyone trying to but their first pair of wireless earphones.
",4,boAt Rockerz 255
"Bluetooth connectivity and battery backup
","Bluetooth connection stability this device connects instantly but while jogging working out or on the move sometimes there is audio delay interruption which is unpredictable sometimes. If I'm using it with the phone in front of me it's awesome but if you want to enjoy music on the move or jogging etc this device will dissappoint you.The battery% fluctuated.. It means at the time connection battery level was 50/60% after using it for 15/20 min in medium volume the battery gets down ivr response battery low and indicator goes totally red.
",4,boAt Rockerz 255
"Best in the category (Comparison with MI basic wireless earphones)
","I purchased two wireless earphones simultaneously, Boat RockerZ 255 and MI basic wireless earphones. After using both for a week, I found that:1. Boat RockerZ 255 is comparatively higher on bass and sound quality.2. MI has a better battery longevity.3. Boat RockerZ has a more sturdy built.4. MI is easier and much lighter to move around with.I use either as per my need.
",5,boAt Rockerz 255
"Sound and Mic issues
","Pro's - Packaging, easy wireless syncing with laptop/android, noise cancellation, battery.  Cons - Extremely bloated bass which makes it hard to listen to music to, poor mic which attracts complaint of poor sound quality while using phone/skype. These headphones are useful for sports/workout only.  Not for serious music listening or any use which needs use of the mic.
",2,boAt Rockerz 255
"Style not suitable for workout sessions!
","The earphone is fine. The wire is way too long which is annoying during worouts. The wire at the neck is way too thick. Seems like wearing a hairband around the neck. I do not like it for that reason. It will just keep shifting from one side to another and will distract you during workouts.Dound quality is good. However, the bluetooth range is not so good. It starts to disconnectent while moving in the gym from one side another.
",2,boAt Rockerz 255
"Sound Quality, Build, Functions
","sound quality: heavy bass, the vocals and instrumentals are a little drowned out by this. But I prefer heavy bass for workouts.build: build is pretty good and flexible.  it has a frame which goes around the neck, this can be kind of annoying when running or jumping, but i just tuck it underneath my shirt.  the eartips havent fallen out yet, they are a great fit.function: just a reminder that to change tracks u have to hold down volume up and down keys, double tapping middle button actually calls the previous person you called.
",4,boAt Rockerz 255
"All good except call quality...
","First things firstHeadphone is very good...Connenctivity is awesome...Connects two devices simultaneously... If u r watching on one device and u receive a call on another then movie will get paused automatically...The only complaint is call quality... I had received Almost 15 calls on the day when i used it for first time.. and almost all of them asked me to remove my headphones... Bcoz they couldn't listen my voice properly....So consider this before.. overall ok..
",3,boAt Rockerz 255
"Perfect and strong build but sound quality isn't enough
","Perfect and strong build but sound quality isn't enough.The metal was too strong.It is Water resistant #testedEven after I've met an accident its still working perfectly.But the earpiece was too big and it may cause pain in the ears.Doesn't fit while sleeping or wearing a helmet.Sound quality was much better..!!A bit noisyBut everything  else is perfect..!!
",2,boAt Rockerz 255
"Boat is the trusted brand to go. Absolutely Value of money
","Im a kind of headset freak, was already having bunch of wired headsets and few wireless as well. I must say that by 2k u wont get any better product than this.In all perspective be it as bttery capacity, sound clarity, when taking calls I believe it out performs all the other BT earphones atleast in 2k budgeted earphones.Have a collection of BOAT branded earphones & wireless speakers, from that experience i can honestly say that BOAT never disappoints u.
",5,boAt Rockerz 255
"Nice noise cancellation for the price with magnetic eartips!!
","Pros:Nice Noise cancellation for a bt at the priceMagnetic eartipsCall quality is good with noise calculationNice bass for a bt headset at the pricePretty convenient while commuting because it's a bt headsetCons:If u r thinking about playing Pubg on it, then forget it. It's mic doesn't work with Pubg and voice is very low.Not the best sound quality at 1500 because it's a Bluetooth headsetOk battery lifeWires slightly longer than what's convenient
",4,boAt Rockerz 255
"Not worth product nd poor replacement process
","It's one the worst product I saw... Its not working. Some prblm occurred within one month and even the repose of customer service and for  replacement if too poor. Even after the grievance no. Resposnse07015660510
",3,boAt Rockerz 255
"Good product
","Battery backup is average.You cannot connect it during charging.Charging time is very less.There is no way to listen it in low battery, every two to three seconds, voice comes up to notify you the battery status.But overall a good product, 3.4/5 stars.
",3,boAt Rockerz 255
"Average sound quality, okay for the price
","I was hoping for great BASS which is not easily found in most low to medium budget headphones, but disappointed with it :-( Sound clarity is excellent, but output is so sharp & piercing that it could damage your hearing if you do NOT remember to reduce the volume by at least 2 points before plugging in! Over all, it is okay for the price but I already have an over-the-ear Bluetooth headset from boAt that I love and hence expected similar sound quality.
",3,boAt Rockerz 255
"Good mixture of bass with clear crisp sound
","I have tried few other wireless earphones but beats coming from this one is great. It gives a good balanced sound and it is so comfortable that it can be used for long duration. Battery life is also good, battery is easily giving 5 6 hrs of backup. I only found one thing that can be better that it takes a while to charge the battery completely, 1.5/2 hrs for charging.I have Boats wireless speaker also and that piece is also nice.Go for it.
",5,boAt Rockerz 255
"If you take calls from this headset I don't recommend you to buy this
","Sound quality is not crystal clear...On high volume it's very bad...The microphone is very bad actually that doesn't have noise cancellation...when ever I take a call when there is little disturbance...They other person is not able to listen my voice but he's able to listen all the disturbances.I literally hate this.even I replaced but the same problem that means this product is not well built
",2,boAt Rockerz 255
"Great for Music listening ; But not for taking calls.
","Listening to Music:The sound quality of the earphones is good. The bass sounds are slightly over boosted; which may annoy some of the listeners. Bass lovers can buy without hesitation.Connecting Calls:The call quality is disappointing. The inbuilt mic is not that great. The other person's voice that we hear during a call is also slightly distorted when compared with making a call without Bluetooth earphones.Over all build quality is good.
",4,boAt Rockerz 255
"Value for money
","Ill give you honest review about this earphone. Excellent performance. Battery life very good. You can use whole day. I ordered 3 at a time from myntra at 900rs. That's was a very amazing offer on it. 2 connection works perfectly. But sometimess it gets auto disconnect but again it gets connected. But this is a case of one of my earphone, not with every earphone. I have all three colours. I'llI recommend you to buy this, as at this price you will not find any better earphone. Overall value for money.
",4,boAt Rockerz 255
"Bad experience
","The unit stopped charging within months of purchase. Was replaced by boat in 10 days of complaint with a refurbished unit. The replacement provided was faulty with distortion of sound in one side and a 5 hour charge lasted for only 30 mins. Had to raise another complaint. Seems they don't do proper quality check before giving replacement. Will update on this basis the experience of the second complaint raised.
",1,boAt Rockerz 255
"Waste of money. Do not buy.
","Not upto the mark. I thought it is one of the best product.  But sound quality is average. Battery dies in just 4 to 6 hours. Getting pain in my ears as I wear this while watching movies or listening music. I thought there was some problem with the product I got first so I had to replace this item. But the product I got this earphone second time then I realised it's not just one item  but the whole model is bad. In just 1 month it's gone. Not charging and cannot switch on the product.I would rate just 0 star.
",1,boAt Rockerz 255
"Go for it but no for calling purpose
","I am using this product from last 4 month and got 1 replacement as well. This device is my second headphone.What is best -Battery life - 8 to 10 hrsDurability - if you will use without folding wire this is great.Sound - Amazing.Pairing - you can keep pair with 2 devices like I continually use with cell phone and my Fire tv stickWhat is bad - No noise cancellation so its bad when you will call someone as they will keep listen noise from your side whether your Tv volume is at 2 or 3
",5,boAt Rockerz 255
"Check the genuinity
","Just unboxed the Boat rockers 255I am in love with the audio output.. Its simply amazingJust a bit sceptical about the genuinityNot sure if i have received a new unit .. the area where the wires connect to the earpiece seem like it was stuck for the 2nd time.Please notice in the image how well the area where wire meets earpiece near the green arrow looks well but the one near orange arrow is not... There is a white ring around it.
",5,boAt Rockerz 255
"Waste of Money to purchase this
","I am trying to use it for calls. But there is too much noise and other person is not getting my voice. So I think waste of money to purchase this. I can connect this device to two platform computer or mobile. But there will be noise while using it. Within a month it's stopped working now. Useless product, Please don't purchase it. It's stopped charging now. You have to disconnect one device then you can take the call.
",1,boAt Rockerz 255
"Don't think just buy it
"," My first priority for buying this product is comfort level 5/5 I have slept so many times wearing this earphonesThis earphones have best fitting  5/5It's Noice cancellation is very impressive 4.5/5  I am a hosteler so when I go to mess or noisy area I usually use this earphonesSound quality is good not best at this price 4/5Bass is good for me not for others because it doesn't have heavy loud bassQuality is very goodRange is okk , upto 10m distance
",5,boAt Rockerz 255
"Only one problem otherwise perfect for music lover
","Cool earphone It can cover 3 to 5 meeter range and earbuds are good take the shape of inner ear but earplugs which are fitted in ear have loosed and sometimes come out from buds so I have to very carefull about it. If it missed then it wouldn't get replacement and your earphone will go in trash This is only problem with it otherwise sound quality,look,fitting in any type ear and bass are awesome....Have a Good.......:-)
",4,boAt Rockerz 255
"Good
","Sound quality, moisture wicking are very great. Noise cancelation is good. But I observed switching off before battery is even more than 20%. Build quality and performance are good. And very comfort to use.
",5,boAt Rockerz 255
"Great Bluetooth headsets.
","However i haven't used them properly. But one of my friend is using them. Perfect noise cancellation, great bass. Can be used for outdoors, while riding on bike. Mic is very sensitive. I think earbuds are having mic on each of them. Magnetic lock. Couldn't wait for the sale to buy it for 999. I bought it for 1499.
",5,boAt Rockerz 255
"To claim warranty
","I want to claim warranty....I ve issue on my wireless bluetooth headset,It was not working on right side from last night
",1,boAt Rockerz 255
"Awesome product
","I didn't expected too much at this price range but I ordered it.But Sound quality is awesome .Bass is also superb. battery life is also good. I have used for 4 hours approximately but not charged once.Very easy to use.Easily connects to my mi phone and ipad.Go for it.And at last, packaging and transport is good reached before time
",5,boAt Rockerz 255
"Don’t buy for iPhone 6
","Bluetooth range is very low when compare with my Samsung Mono headset...I used for iPhone 6 but it’s not compatible with that in distance..it’s work for me within the room only. But other Mivi bluetooth earphones workin well...I feel it’s waste of money for IPhone 6 users...bcoz I used it only on iphone6
",2,boAt Rockerz 255
"Awesome
","I can say 1 thing , just blindly buy this product. I buyed during the offers and I got this at very less price 999. The bass n sound is simply awesome. Don't waste more money on other headsets .it's the very best headset and you will love it .
",5,boAt Rockerz 255
"Below Average & a Trap Don't go for it.!!!
","Over all it is a below average product.-Very uncomfortable in my ear, painful after 15-20mins only.-Sound quality is very low and not clear many a time.- Bass is ZERO.-As you can see in the picture, it is on charging so frequently.- and the WORST part is; you are not allowed to return it even you want to replace it Amazon will replace it with the same product, why the hell I'll order the same product again with so many flaws.Amazon atleast allow me to pick other product.
",2,boAt Rockerz 255
"Background Noise cancellation not good
","Got the earphones 3 days back. As with other boAt earphones the sound quality including bass is really good, but the background noise cancellation is not good. When i am talking on phone, the quality of sound heard by the person on the other side is not good with lot of background noise from my side, which doesnot happen with wired earphones or talking without earphones. Battery backup till now is good. No other issues.
",3,boAt Rockerz 255
"Completly waste
","Writing review after using 2 months of the product. Initially the sound quality was good and the connectivity was also good. But after one month of use connectivity problem started. After two month of use one day it suddenly got turned off and I was not able to turn ON the device. I registered complaint on there website and after 2 weeks they pick up the device and now after 2 week they collected for there pick up service. I will never going to buy there product. Pathetic service. Totally time and money wasting.
",1,boAt Rockerz 255
"Seems not durable
","Everything going well but today sound not coming from left side i don3 know why right ear aide working fine but left side sount too much slow which irritating me now.
",1,boAt Rockerz 255
"Okay at this range
","Like:LooksSound qualityEase of connect.Dislike:No carry box providedPoor packagingWires are lengthy*Today i got the product but the box was broken and the product seems to be used one.
",4,boAt Rockerz 255
"Please get me refund or replacement  of my order
","Please get me refund or replacement  of my orderJust open to check my ordered piece,  but it is not getting charge neither getting connected to my deviceAlthough charged for about 30min but still problem not resolvedOn top of all odds,  charging wire also already having issue.  Not getting plugged At all.Very much disappointed, However the look and feel is really great and very satisfying.I have placed request for returning the item
",2,boAt Rockerz 255
"Nahhh
","Sound quality is not that good as compare to wireShort range some time base did not come at all some connections problems
",1,boAt Rockerz 255
"Incomplete box
","I have got incomplete box , there is only usb cable and earbuds
",1,boAt Rockerz 255
"Awesome Product
","Wonderful Bluetooth Earphones for the price, the sound quality is equivalent to my wired LG earphones and the fitting is good too(my wired boat earphones used to easily slip out of my ears) and for the durability will have to test for at least a month, for now they look good
",5,boAt Rockerz 255
"Volume too low in music and in call
","I was so excited when I purchased this Bluetooth headset. But too much dissapointed when I used. Volume is very low while listening, not up to mark and no bass at all in any song. Totally dissapointed, returned back. Not recommend for music lovers at all. Even in call , caller volume is also very low.
",1,boAt Rockerz 255
"Stopped working
","Stopped working after 1 week usage, not durable and battery back up is not up to mark. no response from customer service centre. very disappointed
",1,boAt Rockerz 255
"Good Headphones worth buying.
","I have used it for 1 day and no complaints till now. Build quality is good. Very light weight. Sound quality is good. It has super extra bass so those who don't like extra bass have to think on it before buying. Battery life is also good 5hour 35 minutes. Saw 2 movies in a day along with attending calls. Charging time is approx 2 hours. One of the good features I like that when you connect to android phone it shows headphone's battery icon next to bluetooth icon. That battery icon show how much charge is left.
",4,boAt Rockerz 255
"Stopped working in 12 days @#₹_&--+()))//
","This is disgusting. The product stopped working in exactly 12 days. Bought on 7 Mar 2019 and the return deadline was a 10-day window. This is utter nonsense. Don't know how to return this damn crap now. I'll need to file a suit rather, for the benefit of greater good.Current update as on 26 April: I got the replacement product directly from Boats company and Amazon played no role or assisted in anyway.
",1,boAt Rockerz 255
"Good bass. Distance 10mtr definitely not.
","Writing this review after one month usage.Product is meant for people who prefer good bass. Sound quality starts dropping once u move away from object let it be like 4-5 meters too initial it was better. As it takes into consideration your body deflection ,and sound of a person talking is like he is in water.battery life is good.sound quality is better as i grabbed it for discount at 1200/₹.Actually would give 3.5 🌟
",3,boAt Rockerz 255
"Gym buddy
","I like the overall sound quality of the product, just that you have to push to buttons for a few good seconds to power on or off or change to a next track. And that's not too comfy when you're on a treadmill
",5,boAt Rockerz 255
"Poor sound quality.
","Sound coming off these seem imbalanced. The vocals seem to be in the background and the instruments in the foreground. Also can't run or jog wearing these as the part with the buttons keep hitting your collar bone.
",2,boAt Rockerz 255
"Nic sound
","Gys sounds is very good ,can choose it blindly,bass very good in Bluetooth system,if damage after receiving or before receiving that others matter,but sound is too good.but sure register after receiving online.
",5,boAt Rockerz 255
"Dont Buy,Poor Quality,Worst Service.
","Very bad product, i wqs fan of boat till i bought this ear phones, i bought two of these ans within 3 months one sidded stopped working of both earphones. I sent for replacement from official sites and they send me msg after 10 months that some guy from courier company will pick up fauly earphones but no one is coming since 10 days after msg, i am continuously calling that xpressbess guy but he answring like i will come this time and that time but he never comes. Worst product, worst service Dont buy.
",1,boAt Rockerz 255
"A very good product
","Sound Quality : The sound quality is very good... Good baas... At higher volume the bass tends to overpower the vocals but at this price point the audio quality is very good.Battery life : takes around two hours to charge completely. I do not use it continuesly but it can give you around 6 hours of music playback and talk time included.Durability : around the neck design allows the earphone to be used freely... making it tangled free... durability of the wire is also very good.
",4,boAt Rockerz 255
"Cheap headphones not worth even 500.
","Got it for 999 during a flash sale.The left earphone stopped working properly within a week. Got it replaced.. Thanks to amazon.The replacement is even worse. The battery dies down within 2 hrs of usage. And to top it off, the boat support is being handled by idiots who say that battery damage isn't covered under warranty. Even when i mentioned this is a new earphone hardly used for a week, the answer is same.So just stay away from boat products however lucrative the deal might be.
",1,boAt Rockerz 255
"It didn't even last for 3days.
","It was going exactly so good untill three days.It showed low battery and plugged it in to the charger and since then it is not working.I did not expect this from ""AMAZON"" neither from ""BOAT""The worst part is have misplaced the recieptamd neither do I have the box in which it came..How do I reclaim my headphones.It was excellent the sound quality was very good but the issue which I faved,I never expected this from this company of such high stature.Amazon please look into this matter
",1,boAt Rockerz 255
"Great for the price
","This is my 2nd purchase and it works as advertise. For the price this is best what one can get. Good bass, don't ask for low as it's just a decent wireless sport earphones. good fit, has some extra pair ear buds.
",5,boAt Rockerz 255
"Good sound with less durability
","The sound quality of the earphone is good. The base and the noise cancellation is commentable. But I am not Satisfied with the products durability, just usage of 6 months and one side of it is not working. I really am a BOAT fan, but this product didn't survive as per it's name and money. You will find better earphones in same price range or you may have to Shell out a little bit more. Overall rating is just above average for this earphones just because of the durability.
",3,boAt Rockerz 255
"Advice : NOT TO BUY : Stopped working.Poor Bluetooth coverage.
","Pros: Excellent sound quality for this price.. I would have not returned it, if it had continued to work well.Cons :  Stopped working 15 days from the date of purchase. Also, my phone had to be almost near the headphone for it to work well.
",1,boAt Rockerz 255
"Overall ok but...
","Sounds quality is very nice...it has a good bass and the build quality is also nice considering it's price but the range of connection is very poor... Even if it is very close to the device the music gets cut a little which is annoying sometimesEdit: I exchanged the one I received with a new boat rockerz 255 and this one has no issues. The one I received earlier was defective...Changed my rating from 3 stars to 5 stars😃😃
",5,boAt Rockerz 255
"😊 With the purchase. 👍
","Sound quality is very good more than expected from a 1499 earbuds. After a long time enjoyed music. Bass is ultimate. Call quality is very good indoors. Didn't test it outdoors yet. I watched lots of best bluetooth devices video reviews and this one is listed in top 3. Hence considered buying it and it has turned out to be a good decision. Happy with it. Will test it more and update. Hope it will give a good battery life. 110 mah should last long
",5,boAt Rockerz 255
